Name,Total-Rate,Worth-Ratio,Phone,City,Region,Street,Quality-Rate,Service-Rate,Decoration-Rate,free internet,hookah,cigarettes,parking-lot,Pose,Free-Delivery,View,BreakFast,Outdoor,Live-Music,Sum-Of-Featurs,Time-Open,Time-Close
شیرپسته مملی,7.9,3,0,تهران,خیابان باهنر, روبه روی خیابان منایی,4,4,3,0,0,0,0,1,0,0,0,0,0,1,10:00,24:00:00
پالیزی,8.7,3,2188763260,تهران,سهروردی شمالی," میدان قندی، پالیزی، پلاک ۷۲۷",4,3,4,0,0,0,0,1,0,0,0,0,0,1,8:00,24:00:00
گودو یاس,8.1,5,2188942573,تهران,خیابان نجات الهی," خیابان محمدی، بن بست گل یاس",4,3,3,0,0,0,0,1,1,0,0,0,0,2,8:30,24:00:00
ویست موزیک,8.7,5,2188456165,تهران,ابتدای رسالت شرق,"نرسیده به خیابان دبستان (کابلی) ،کوچه باقری ، پلاک 1 ، طبقه اول",4,4,4,1,1,1,0,1,0,0,1,0,1,6,9:00,24:00:00
پرواز,6.7,0,2122347301,تهران,سعادت آباد," میدان بهرود، خیابان قمصری، ابتدای ورودی غربی پارک پرواز",0,0,0,0,0,1,1,1,0,0,0,1,0,4,12:00,24:00:00
تراس,5.2,1,0,تهران,بام تهران توچال,,1,1,1,0,0,1,0,1,0,1,1,0,0,4,8:00,24:00:00
عمو بیوک,6.8,2,2166438641,تهران,ستارخان,"نبش کوثر دوم،روبروی بانک صادرات پلاک52",4,4,4,0,0,0,0,1,0,0,0,0,0,1,10:00,24:00:00
ویونا اکسپرس (فودکورت سانا),6.9,2,2174438955,تهران,اندرزگو," بین خیابان علوی و کوچه زمانی ، مرکز خرید سانا طبقه دوم",3,2,3,0,0,1,1,1,0,0,1,0,0,4,11:00,24:00:00
مانیا,4.6,2,2177317364,تهران,حکیمیه,"بلوار بهار،بلوار بابايان،تقاطع بلوار افق،نبش بوستان ساحل",1,1,1,1,1,1,0,1,1,0,0,0,1,6,12:00,24:00:00
وال,7.8,3,2188863027,تهران,خیابان انقلاب," روبروی لاله زار شمالی، جنب سینما پیام، کوچه شکوه، پلاک5",4,4,4,1,0,1,0,1,0,0,1,0,1,5,9:00,24:00:00
صاب,7.8,3,2122036655,تهران,جردن," کوچه مهیار، نبش بن بست زاور، پلاک5",3,3,3,1,0,1,0,1,1,0,0,0,0,4,12:00,24:00:00
بستنی رضا,7.3,2,2188055315,تهران,خیابان یوسف آباد," نبش خیابان ۶۲ ، پلاک ۴۵۰",3,3,3,0,0,1,0,1,0,0,0,0,0,2,9:30,24:00:00
ماهور,4.1,2,2188323056,تهران,خیابان کریمخان,"خیابان ایرانشهر،خیابان آذرشهر،پلاک28",2,2,3,1,0,0,0,1,0,0,0,0,0,2,10:00,24:00:00
رئیس,8,3,2188602571,تهران,خیابان سئول," پایین تر از چهارراه یاسمی، پلاک 60",3,3,3,1,0,1,0,1,0,0,0,0,0,3,8:00,24:00:00
شاهنامه,6.2,3,2122829248,تهران,میدان نوبنیاد," ضلع جنوب غربی، نبش پاساژ غزال",4,4,3,0,0,0,0,1,0,1,0,0,1,3,11:00,24:00:00
بستنی متینو,8.1,3,2122709084,تهران,تجریش," خیابان ولیعصر ، روبروی باغ فردوس ، جنب بانک سامان",4,3,3,0,0,0,0,1,0,0,0,0,0,1,8:00,24:00:00
میلیو,8.3,5,2122984190,تهران,میدان هروی," بلوارگلزار، خیابان شهیدخاک، پلاک 5",5,5,5,0,0,1,0,1,0,0,0,0,0,2,12:00,24:00:00
هات چاکلت نیلوفر,7.7,2,2188762424,تهران,تهران," سهروردی شمالی، آپادانا، خیابان نیلوفر، پلاک 126",4,3,4,0,0,0,0,1,0,0,0,0,0,1,7:30,24:00:00
کارزین ونک,7.5,0,2188677041,تهران,خیابان ونک,نبش کاروتجارت مرکز خرید ونک,0,0,0,1,0,0,0,1,0,0,0,0,0,2,8:00,24:00:00
بستنی ناصر,8.9,2,2122802820,تهران,پاسداران," بالاتر از نوبنیاد، روبروی نارنجستان یکم",4,3,4,0,0,0,0,1,0,0,0,0,0,1,16:00,24:00:00
لمیز (تجریش),8.9,3,2122708061,تهران,میدان تجریش," ابتدای خیابان ملکی (سعد آباد)، پلاک 6",4,3,4,0,0,0,0,1,0,0,1,0,0,2,7:00,24:00:00
ناندو,7.5,0,2122446312,تهران,اقدسیه,"اتوبان ارتش ، بلوار سوهانک، ورودی شرقی برج های تجاری مسکونی آتیساز 2 ، برج مریم ، واحد 7 تجاری",0,0,0,1,0,1,0,1,1,0,0,0,1,5,11:00,24:00:00
سور,6,3,2126205253,تهران,الهیه," خیابان فرشته، خیابان بیدار، روبروی خیابان مریم غربی، پلاک2/2",3,3,3,1,1,1,0,1,1,0,0,1,0,6,12:00,24:00:00
امیر چاکلت(فرمانیه),6.5,3,2122247185,تهران,فرمانیه,"بلوار اندرزگو،نبش کوچه حسینی",3,3,4,0,0,0,0,1,0,0,0,0,0,1,7:30,24:00:00
سن مارکو,9.1,3,2122238108,تهران,قیطریه," بلوار 35 متری، جنب کوچه بشتاب، پلاک 93",4,4,4,1,0,0,0,1,0,0,0,0,0,2,10:00,24:00:00
امید,8,3,2122738506,تهران,تجریش," سه راه نیاوران، خیابان شهید کبیری ،  بعد از آتش نشانی پلاک 80",4,4,3,0,0,0,0,0,0,0,0,0,0,0,11:00,24:00:00
شمرون (شهرک غرب),7.4,4,2188570359,تهران,شهرك غرب,"خيابان ايران زمين شمالى،رو به روى بيمارستان بهمن،جنب فرهنگسراى ابن سينا",3,4,3,0,0,1,0,1,1,0,0,0,0,3,9:00,24:00:00
شمرون (بام لند),7.1,4,2140447341,تهران,انتهاى همت غرب," ابتداى اتوبان خرازى، خروجى درياچه، ميدان موج، خيابان موجبلوار صدف،مجموعه تجارى بام لند",3,2,2,1,0,0,1,1,0,1,0,1,0,5,8:00,24:00:00
دانته,7.7,4,2186046472,تهران,خيابان يوسف اباد," نبش كوچه ١٢، پلاك ١٢٢  طبقه ٥",3,4,3,1,1,1,1,1,1,1,1,0,0,8,9:00,24:00:00
آوا پلاس,7.9,4,2122728797,تهران,نياوران,"بعد از سه راه ياسر به سمت تجريش، پلاك250",5,5,5,1,0,1,0,1,1,0,1,1,1,7,9:00,24:00:00
کاپیتان لانژ,7.8,4,9028888393,تهران,خیابان پاسداران, بین نگارستان نهم و دهم,3,3,3,1,0,1,1,1,0,0,0,0,1,5,12:30,24:00:00
بوریتو,8,4,2188522121,تهران,خیابان سهروردی شمالی," خیابان خرمشهر(آپادانا)، پلاک 172",3,4,3,1,0,0,0,1,0,1,1,1,0,5,9:00,24:00:00
اینترنی (ولنجک),5.7,4,9905776910,تهران,ولنجک‌," خیابان چهاردهم‌، پاساژ توچال‌، طبقه اول",3,2,2,0,1,1,1,1,0,0,0,1,0,5,12:00,24:00:00
حوالی دلبر,2.4,4,2122712270,تهران,خیابان ولیعصر," کوچه کیارستمی، بن بست دلبر، پلاک ۹",1,1,1,0,0,1,0,1,0,0,1,0,0,3,12:00,24:00:00
لورنزو,4.6,4,2122434867,تهران,ولنجک," خیابان امیر آبادی ، نبش گلستان سوم",2,2,2,0,1,1,0,1,0,0,0,1,0,4,12:00,24:00:00
شون برون,6,4,2147673515,تهران,ايران مال, جنب آبنماى موزيكال,3,3,3,0,0,0,1,1,0,0,0,0,0,2,11:00,24:00:00
ترند,8.1,4,2140447210,تهران,دریاچه چیتگر," بام لند، بلوک c",5,5,4,0,0,0,1,1,0,0,1,1,0,4,8:00,24:00:00
دلسا (پاسداران),3.8,4,9198030789,تهران,پاسداران, روبه روي نگارستان پنجم پلاک ٤٦,2,2,1,0,0,0,0,1,0,0,0,0,0,1,11:00,24:00:00
هور خانه فرهنگ و غذا,7,4,2188822288,تهران,هفت تیر," کوچه مانی، پلاک ۷۵",3,3,3,0,0,0,0,1,0,0,1,1,0,3,9:00,24:00:00
روزاریو,4.4,4,2176705347,تهران,فلكه اول تهرانپارس,"خيابان قانع،روبروی درب اصلى پاساژ‌ سپيد،پلاك ٣١",2,4,2,0,0,0,0,1,0,0,0,0,0,1,12:00,24:00:00
چلت,5.3,4,91090317,تهران,بالاتر از فلکه سوم شهران," .ورودی۲کوهسار.، فودکورت ویولند",2,3,3,1,0,0,1,1,0,1,0,0,0,4,11:00,24:00:00
پالا,8.1,4,2122834012,تهران,خیابان نیاوران," روبروی جماران، جنب بانک پاسارگاد، پلاک ۱۶۲",3,4,2,1,0,0,0,1,1,0,1,0,0,4,8:00,24:00:00
بردلند,5.2,4,2122071816,تهران,سعادت آباد," خیابان سرو غربی، خیابان بخشایش،خیابان بهار ۱، پلاک ۱۰",2,2,2,1,0,0,0,1,0,0,0,0,0,2,16:00,24:00:00
تراس پارک,9.1,4,2188687710,تهران,سعادت آباد," خیابان ۳۱ ام، پلاک ۴۷",5,5,4,0,0,1,0,1,0,0,0,1,0,3,11:30,24:00:00
البا,4.3,4,2144059609,تهران,بلوار آیت الله کاشانی," بلوار اباذر، نبش مهتاب پنجم",1,1,1,0,1,1,0,1,1,0,1,0,0,5,8:00,24:00:00
دوناتو (بام لند),7.8,4,9023008767,تهران,دریاچه خلیج فارس," بام لند، ورودی بی، کیوسک دوناتو",5,4,4,0,0,0,1,1,1,0,0,0,0,3,11:00,24:00:00
اتفاق,6.9,4,9352432655,تهران,میدان هفت تیر," خیابان مفتح جنوبی ، انتهای خیابان اردلان ، پلاک ۲۴ ، طبقه دوم",5,3,5,1,0,0,0,1,0,0,1,0,0,3,9:00,24:00:00
هرمان,9.1,4,2188822372,تهران,میدان هفت تیر,"خیابان قائم مقام،خیابان مشاهیر،تقاطع لطفی",5,4,4,1,0,0,0,1,1,0,0,0,0,3,11:00,24:00:00
مهستان (کن),6.7,4,2144339863,تهران,بلوار کوهسار," بنفشه ۴،جنب شهرک الهیه",5,5,4,0,1,1,0,1,0,1,0,1,1,6,12:00,24:00:00
مک لی (نیروی هوایی),6.8,4,21,تهران,خیابان پبروزی," فلکه دوم نیروهوایی ، پلاک ۱۸",3,4,2,0,0,0,0,1,0,0,0,0,0,1,10:00,24:00:00
رولینجا,6.4,4,2140447204,تهران,اتوبان همت غرب," اتوبان خرازی ، خروجی دریاچه خلیج فارس ، میدان موج ، مجتمع بام لند ، بلوک C  ، طیقه دوم",3,3,3,0,0,0,1,1,0,1,0,1,0,4,12:00,24:00:00
سپیدار,6.7,4,2122093549,تهران,شهرك غرب," بلوار فرحزادي، بالاتر از ميدان كتاب، روبروي آسمان هشتم غربي، خيابان سپيدار، پلاك ١",3,3,3,1,1,1,0,1,0,1,1,1,0,7,7:00,24:00:00
دُره,5.5,4,2122061787,تهران,سعادت آباد,"خیابان سرو غربی،خیابان بخشایش،کوچه هفدهم،برج عرفان،پلاک۵۴",3,3,4,1,1,1,0,1,0,0,1,0,0,5,8:00,24:00:00
سیکاس,2.4,4,9123792588,تهران,تهرانپارس,"بلوار پروین.،بین 216 و 218 شرقی،شماره 389",1,2,1,0,0,1,0,1,0,0,1,1,0,4,7:30,24:00:00
چ,7.6,4,2177159967,تهران,خیابان شهید مدنی,"جنب مترو مدنی،تیراژه ۲ طبقه سوم واحد ۳۰۷",5,5,5,1,0,1,1,1,0,0,0,0,0,4,11:00,24:00:00
روژ,6.8,4,2140447953,تهران,همت غرب,"دریاچه چیتگر،باملند،بلوک B،طبقه دوم",3,3,3,1,1,1,1,1,0,0,1,0,1,7,11:00,24:00:00
چراغان,7.5,4,2140447394,تهران,دریاچه چیتگر," بام لند،بلوک vip",3,3,3,1,0,0,1,1,1,0,0,0,0,4,12:00,24:00:00
فرین,7.3,4,2122139056,تهران,سعادت آباد," میدان کاج ، ابتدای خیابان نهم",3,4,3,1,0,0,1,1,1,0,1,0,0,5,7:00,24:00:00
تایپ,8.2,4,2188349917,تهران,ایرانشهرشمالی,نبش کلانتری,3,4,3,1,0,1,0,1,0,0,1,0,0,4,8:00,24:00:00
چیزفکتوری,8.2,4,2126455189,تهران,اقدسيه,"نبش فيروز بخش،مركز خريد اواسنتر",3,4,3,1,0,1,1,1,0,1,0,1,0,6,12:30,24:00:00
ویند,7.2,4,2144204149,تهران,بلوار مرزداران," بلوار آریافر، روبروی پمپ بنزین، پلاک ۱۷،",3,3,3,1,0,1,0,1,0,1,0,0,0,4,8:00,24:00:00
دل,4.9,4,2122141248,تهران,سعادت آباد," بلوار سرو شرقي، خیابان مجد، کوچه نسترن، پلاک41",2,2,3,1,0,0,0,1,1,1,0,0,0,4,11:00,24:00:00
لمیز (ونک),9,4,2188674895,تهران,خیابان ولیعصر," بالاتر از میدان ونک،نبش کوچه صیرفی پلاک2469",3,3,4,1,0,0,0,1,0,0,0,0,0,2,7:00,24:00:00
رومی,8.1,4,2126643166,تهران,خیابان شریعتی," بالاتر از پل صدر ، مقابل سهیل (میرزاپور) ، بین بانک سپه و شهر کوچه باران ، پایین پله ، پلاک ۲",3,3,3,0,0,1,0,1,0,0,1,1,1,5,9:00,24:00:00
لاله سرویس,5.2,4,2122660011,تهران,تقاطع بزرگراه شهید چمران و خیابان ولیعصر (عج), هتل بین المللی پارسیان استقلال,3,3,3,0,0,0,1,1,0,0,1,0,0,3,8:00,24:00:00
کافه ه (گیشا),5.8,4,2188287845,تهران,گیشا," کوی نصر، بین خیابان 13و15، مرکزخرید فرتاک طبقه زیر همکف",5,4,5,1,1,1,0,1,1,0,1,0,1,7,9:30,24:00:00
خاص,6.7,4,2126152881,تهران,دارآباد,"انتهای خیابان محبی، پلاک 30",3,3,3,1,0,1,0,1,0,0,1,1,0,6,8:00,24:00:00
دریا باز,8.2,4,2122429032,تهران,ولنجک,"بلوار دانشجو،خیابان گلریزان، بالاتر از میدان گلریزان",4,4,3,1,1,1,0,1,0,1,0,1,0,6,12:00,24:00:00
ایزار,6,4,9304444808,تهران,باغ کتاب تهران, طبقه دوم,4,4,3,0,0,0,0,1,1,0,0,0,0,2,10:00,24:00:00
باکارا (ولیعصر),6.7,4,9373564072,تهران,چهارراه ولیعصر," ضلع شرقی تئاتر شهر، بین رازی و خارک، بن‌ بست انجمن کتاب، پلاک ۱",4,4,3,0,0,0,0,1,0,0,1,1,0,3,8:30,24:00:00
نان استاپ,6.7,4,2188047538,تهران,ونک," میدان شیخ بهایی، مرکز خرید سئول، پلاک ۱",4,4,3,0,0,1,0,1,0,0,1,1,0,4,9:00,24:00:00
لی وان زغالچی,8.1,4,2166436782,تهران,شهر آرا," پایین تر از اداره گذرنامه، نبش کوچه هفتم(اکبرزاده)",4,5,5,0,0,0,0,1,1,0,1,0,0,3,8:00,24:00:00
عمارت گود,7.9,4,2188827280,تهران,خیابان سمیه," خیابان موسوی نرسیده به ایرانشهر، خیابا فرصت،پلاک ۳۱",4,3,3,1,0,1,0,1,1,1,1,1,0,7,12:00,24:00:00
دوبرا (پاسداران),7,4,2122797549,تهران,پاسداران,"خيابان داوود اسلامي،بين گلستان دوم و سوم",4,4,3,1,0,0,0,1,0,0,0,0,0,2,12:00,24:00:00
آی من,5.9,4,2188982566,تهران,بلوار کشاورز, ابتدای خیابان ۱۶ آذر,4,2,2,1,0,0,0,1,0,0,1,0,0,3,8:30,24:00:00
دیدار,7.5,4,2122877151,تهران,بزرگراه شهید همت," ابتدای پاسداران، کوچه کاشی‌ها ،پلاک ۲، طبقه اول",4,4,5,0,1,1,0,1,0,0,0,0,0,3,11:00,24:00:00
کافه چهار و چهار دقیقه,6,4,2144487350,تهران,پونک," خیابان میرزا بابائی ، نرسیده به چهارراه سردار جنگل",4,3,3,1,1,1,0,1,0,0,1,0,0,5,9:00,24:00:00
بنلی لانژ,6.5,4,2122214140,تهران,اندرزگو," نبش وطن پور جنوبي، پلاك12/1(مقابل مركز خريد سانا) ، ساختمان”Benelli”",4,4,3,0,1,1,0,1,0,0,1,0,0,4,8:00,24:00:00
بالکن,6.9,4,2122387208,تهران,سعادت آباد," خيابان بخشايش ، خیابان هفدهم ، برج عرفان ، طبقه همكف",4,3,3,0,1,0,0,1,0,0,0,0,0,2,10:30,24:00:00
بامی نو (باغ کتاب),6,4,0,تهران,تهران," بزرگراه حقانی، باغ کتاب",4,4,3,0,0,0,1,1,0,0,0,0,0,2,11:00,24:00:00
جحینا,7.3,4,2144070101,تهران,فلكه دوم صادقيه,"ابتداي كاشاني،بوستان يكم،نبش گلستان يكم",4,4,3,1,1,1,1,1,0,0,0,0,0,5,12:00,24:00:00
فانوس (طرشت),7.7,4,2144243320,تهران,جنب ایستگاه مترو طرشت," کوچه رییسی، پلاک ۳",4,5,5,0,0,0,0,1,0,0,1,0,0,2,7:00,24:00:00
کرپ (راه چوبی),6.8,4,2188194514,تهران,اتوبان حقانی," پارک آب و آتش، مجموعه راه چوبی",4,3,3,1,0,0,1,1,0,0,1,0,0,4,8:00,24:00:00
کرم (فودکورت رویال تراس),7.7,4,2188564945,تهران,بلوار سعادت آباد, تقاطع بلوار دریا مجتمع تجاری اداری رویال,4,3,3,0,0,0,1,1,1,0,0,0,0,3,11:00,24:00:00
سرای علا,8.4,4,2140226080,تهران,فرمانيه," روبروى بيمارستان فرمانيه، مركز خريد بام برند سنتر، طبقه دوم",4,4,3,1,0,0,1,1,0,0,0,1,0,4,12:00,24:00:00
سیرو,7.2,4,2188501510,تهران,خيابان سهروردي,"خيابان خرمشهر،خيابان قنبرزاده،كوچه ١٦ام",4,4,3,1,1,1,0,1,1,0,0,0,1,6,12:00,24:00:00
سیت اند گو,6.2,4,2122397828,تهران,خیابان دزاشیب," خیابان علیرضا افشار، پلاک ۱۰",4,3,3,1,0,1,0,1,1,0,1,0,1,6,9:00,24:00:00
کاخ لیدوما,7.7,4,2186090890,تهران,شهرك غرب,"ميدان صنعت،بلوار فرحزادي، پاساژ ليدوما",4,3,3,1,1,1,1,1,0,0,0,1,1,7,12:00,24:00:00
باغ کاریز,6.3,4,2122617179,تهران,خيابان شريعتي,"خيابان دولت،نبش خيابان نعمتي(كيكاوس)،باغ خانه شاعران ايران",4,3,3,1,0,1,0,1,0,1,1,1,0,6,8:00,24:00:00
رد کافی,8.5,4,2166403414,تهران,خیابان انقلاب," زیر پل کالج نرسیده به خیابان البرز  ٢ ، پلاک 737",4,3,3,1,0,0,0,1,0,0,1,0,0,3,8:00,24:00:00
کانتینر (دیباجی),8.7,4,2126111140,تهران,فرمانیه,"دیباجی شمالی،پلاک ۱۱،۱۳",4,3,3,0,0,0,0,1,0,0,0,0,0,1,7:00,24:00:00
بام,8.2,4,2166385145,تهران,مترونواب," پنت هاووس برج گردون کافه بام، ساختمان جنوبی ط 9 واحد 902",4,3,3,1,1,1,0,1,0,0,1,0,0,5,9:00,24:00:00
عمارت شاهکار,8.4,4,21,تهران,خیابان پیروزی," روبروی پرستار ، پلاک 225",4,3,3,0,1,0,0,1,1,0,0,0,0,4,12:00,24:00:00
عود,5.3,4,2166595766,تهران,بلوارکشاورز," خیابان جمالزاده شمالی، نبش کوچه قاجار، پلاک ۵۲۲",4,2,3,1,1,1,0,1,1,0,1,0,1,7,11:00,24:00:00
آس,6.9,4,2122899313,تهران,ابتدای پاسداران," بعد از پل همت ، جنب دشستان سوم",4,4,3,1,0,1,0,1,1,0,1,0,0,5,8:30,24:00:00
اس پی یو,8.3,4,2122419494,تهران,درکه, میدان درکه,4,3,3,0,1,0,0,1,0,1,0,1,0,4,11:00,24:00:00
هریک,8.5,4,2188830030,تهران,مطهری," خیابان قائم مقام فراهانی، ابتدای خیابان مشاهیر، پلاک 14",4,4,4,0,0,0,0,1,0,0,0,0,0,1,10:15,24:00:00
کافه و رستوران هتل اورین,8.3,4,2166591059,تهران,میدان انقلاب," ابتدای کارگرشمالی، کوچه مجد، پلاک 12",4,4,4,1,0,0,0,0,0,0,0,1,0,2,7:00,24:00:00
راک,8.4,4,2188369196,تهران,شهرک غرب," بلوار دریا، خیابان گلها، نبش توحید 3،پلاک 10",4,4,4,1,0,1,0,1,0,0,1,1,0,5,9:00,24:00:00
نوشه,6,4,2188267666,تهران,گیشا," انتهای علیایی غربی، دست راست جوادی،پلاک 55",4,4,4,0,0,1,0,1,1,0,0,0,1,4,7:00,24:00:00
پارپیرار,7.4,4,2177350876,تهران,تهرانپارس,"خیابان ۱۸۲شرقی،نرسیده به ۱۳۱",4,4,4,0,1,1,0,1,1,1,1,0,1,8,10:00,24:00:00
اینترنی (شهرک غرب),6.7,4,9101115155,تهران,شهرک غرب," پاساژ گلستان، نبش ورودی مهستان",4,4,4,1,0,0,1,1,0,0,0,0,0,3,12:00,24:00:00
فیلم کلاسیک,7.4,4,2188851374,تهران,خیابان سمیه, تقاطع نجات الهی پلاک 254,4,4,4,0,0,0,0,1,0,0,1,1,0,3,10:00,24:00:00
گرویتی,6.7,4,2122066170,تهران,سعادت آباد, بین میدان کاج و‌میدان فرهنگروبروی بیمارستان پارسیان,4,3,4,0,1,1,0,1,0,0,0,1,1,5,12:00,24:00:00
لنیما,6.8,4,2146120170,تهران,آیت الله کاشانی,سه راه جنت آباد,4,4,4,0,0,0,1,1,0,0,0,0,0,2,7:30,24:00:00
مورالانژ,7.8,4,2144000050,تهران,بلوار فردوس شرق, پلاک 290,4,5,4,0,0,0,0,1,0,0,0,0,0,1,12:00,24:00:00
سایدا,6.7,4,2144314051,تهران,شهران شمالی,"بالاتر از فلکه سوم،جنب کارواش پدربزرگ",4,3,4,0,1,1,1,1,0,0,0,1,0,5,12:00,24:00:00
الیاسام,6.2,4,2144998732,تهران,حکیم غرب, خروجی لشگری غرب گذر,4,2,4,1,0,0,0,1,0,0,0,0,0,2,12:00,24:00:00
وی آی پی کاظمی,6.7,4,21,تهران,روبروی ایستگاه مترو چیتگر,,4,4,4,0,0,0,0,1,0,0,0,0,0,1,12:00,24:00:00
نارون (انقلاب),6.7,4,2166769081,تهران,خیابان انقلاب," نرسیده به خیابان ویلا جنب قهوه ست ، پلاک ۸۵۰",4,4,4,0,0,0,0,1,0,0,0,0,0,1,9:00,24:00:00
لیزا,7.5,4,2188093728,تهران,شهرک غرب," خیابان سپهر، بین فرحزادی و فخار مقدم، پلاک 29",4,5,4,0,0,0,0,1,0,0,1,0,0,2,8:30,24:00:00
قصر ایرانیان,6.8,4,2166941991,تهران,میدان جمهوری," خیابان جمهوری، تقاطع خیابان اسکندری، جنب داروخانه، ساختمان راز، طبقه اول",4,3,4,1,1,1,0,1,0,0,0,0,0,4,11:00,24:00:00
دایرکت,6.7,4,2144381000,تهران,فلکه دوم صادقیه," بلوار گلاب ، جنب پارک شهروند",4,4,4,1,0,0,0,1,0,0,1,0,0,3,12:00,24:00:00
مون چری,7.5,4,2188370725,تهران,شهرک غرب," بلوار دادمان، خیابان فخار مقدم ، نبش گلبرگ 2 غربی",4,5,4,1,0,0,0,1,1,0,1,0,0,4,8:30,24:00:00
دست,7.4,4,2188562015,تهران,شهرك غرب,"خيابان هرمزان،خيابان پيروزان جنوبي،مجمتع آموزشي نيكوكاري رعد",4,4,4,1,0,0,0,1,0,0,1,1,0,4,10:00,24:00:00
سلینی,6.8,4,2177230600,تهران,نارمک," میدان رسالت، خیابان هنگام، خیابان فرجام، بعد از میدان ۱۰۰، پلاک ۶۲۵",4,4,4,0,0,0,0,1,0,0,0,0,0,1,12:00,24:00:00
خانه دوست کجاست,7.3,4,2166961296,تهران,خیابان انقلاب," فلسطین جنوبی، ابتدای کوچه پشن",4,4,4,1,0,0,0,1,0,0,1,0,1,4,8:00,24:00:00
بیلیون,6.7,4,2144489670,تهران,اشرفی اصفهانی," بالاتر از میدان پونک، نبش بن بست ۱۹، جنب بانک سامان",4,4,4,1,1,1,0,1,0,0,0,0,0,4,11:00,24:00:00
نانبرسان,6.9,4,21,تهران,خیابان وحدت اسلامی," روبروی پارک شهر ، خیابان اسدی منش ، پلاک۴",4,5,4,0,0,0,0,1,1,0,1,0,0,3,9:00,24:00:00
کافه جز,6.6,4,2166175064,تهران,خيابان فلسطين," خيابان بزرگمهر ، نبش كوچه حكمت ، پلاك ٤٢",4,3,4,0,0,1,0,1,0,0,1,0,0,3,8:00,24:00:00
سالمبا,9.1,4,2144145353,تهران,بلوار فردوس غرب," بین ورزی و پروانه جنوبی، پلاک ۴۴۶، ساختمان کارون، طبقه همکف",4,4,4,1,1,1,0,1,0,0,0,0,0,4,12:00,24:00:00
ویکافه (پاسداران),7,4,2122796521,تهران,خیابان پاسداران," نبش بوستان پنجم، ساختمان سام",4,4,4,1,0,0,0,1,0,0,0,0,0,2,11:00,24:00:00
شکوفه (فرحزاد),6.8,4,2122068034,تهران,یادگار شمال به جنوب, ۱۰۰ متر پایین تر از خیابان فرحزاد,4,4,4,1,1,1,0,1,0,0,0,0,1,5,10:00,24:00:00
سکوی نه وسه چهارم,6.8,4,2166415365,تهران,خیابان فلسطین جنوبی," خیابان ژاندارمری، پلاک 1",4,3,4,1,0,1,0,1,0,0,1,0,0,4,8:00,24:00:00
ویونا (پالادیوم),7.2,4,2122668781,تهران,زعفرانیه,"مجتمع پالادیوم،طبقه همکف",4,4,4,1,0,0,1,1,0,0,1,0,0,4,11:00,24:00:00
رویای شیرین,8.2,4,2188615792,تهران,خیابان یوسف آباد," انتهای خیابان جهان آرا ، نبش کوچه اسماعیلی (۵۵)",4,4,4,1,0,1,1,1,0,0,1,0,1,6,9:00,24:00:00
لتو,7,4,2188495426,تهران,خيابان بهار شمالي,"خيابان وركش،پلاک17/4",4,4,4,0,1,1,0,1,1,0,1,0,0,5,8:00,24:00:00
ربلان,8.4,4,2122734252,تهران,تجریش," ابتدای خیابان جعفری، مرکز خرید تندیس،طبقه7",4,4,4,1,1,0,1,1,0,0,0,0,0,4,12:00,24:00:00
مون لانژ,7.5,4,2122183007,تهران,زعفرانیه,"مقدس اردبیلی،بین کیهان و پسیان،پلاک25 طبقه اول",4,4,4,1,0,0,1,1,1,0,0,0,1,5,11:00,24:00:00
اچ اند اچ,8.8,4,2188263242,تهران,گيشا," ابتداي خيابان بلوچستان، پلاك ٦",4,4,4,1,0,0,0,1,1,0,0,0,0,3,12:00,24:00:00
مجموعه نگیما,8.8,4,2122241931,تهران,قیطریه,"روبروی پارک قیطریه،خیابان خراسانی،پلاک13/2",4,4,4,1,1,1,0,1,1,0,1,0,0,6,8:00,24:00:00
سین کافه (خیابان نیلوفر),8.3,4,2188757329,تهران,خیابان خرمشهر, خیابان عشقیار شماره ۴۶,4,4,4,0,0,0,0,1,1,0,1,0,0,3,8:00,24:00:00
جلاتو پلاس (فودکورت ارگ),7,4,9123177560,تهران,میدان تجریش,"خیابان سعدآباد،مجتمع ارگ،فودکورت ارگ",4,4,4,0,0,0,1,1,0,0,0,0,0,2,11:00,24:00:00
روژانو,8.5,4,2188548644,تهران,خيابان شهيد بهشتى(عباس آباد)," بعد از تقاطع سهروردى ، ابتداى خيابان كاووسى فر",4,5,4,1,0,1,0,1,0,0,1,0,1,5,7:30,24:00:00
تومو (سام سنتر),8.1,4,2122028080,تهران,خیابان فیاضی (فرشته )," مرکز خرید سام سنتر ، طبقه اول",4,4,4,0,0,0,1,1,0,0,0,0,0,2,10:00,24:00:00
قمر,8.1,4,2140447292,تهران,انتهای اتوبان همت,"اتوبان شهید خرازی به سمت دریاچه چیتگر،میدان موج،ورودی مرکز بام لند A",4,4,4,1,1,1,1,1,0,0,0,0,1,6,11:00,24:00:00
هفت چشمه,8.4,4,2188961610,تهران,میدان گلها,"ابتدای گمنام،پلاک ۵۹",4,4,4,0,0,0,0,1,0,0,0,0,0,1,8:00,24:00:00
ویونا (سعادت آباد),8.8,4,2126766321,تهران,انتهای بلوار سعادت آباد," بسمت کوی فراز، نبش چهارراه بهزاد، مجتمع تندیس",4,4,4,1,0,1,1,1,0,0,1,1,1,7,8:00,24:00:00
